Name,Class,Parent,ROI,Measurements
AI_Abnormal_763,Abnormal,,RECTANGLE (83968 4096 256 256),AI_Confidence:0.950;Method:MONAI_Demo
AI_Abnormal_764,Abnormal,,RECTANGLE (85504 4096 256 256),AI_Confidence:0.822;Method:MONAI_Demo
AI_Abnormal_765,Abnormal,,RECTANGLE (86528 4096 256 256),AI_Confidence:0.789;Method:MONAI_Demo
AI_Abnormal_766,Abnormal,,RECTANGLE (87040 4096 256 256),AI_Confidence:0.908;Method:MONAI_Demo
AI_Abnormal_767,Abnormal,,RECTANGLE (89088 4096 256 256),AI_Confidence:0.754;Method:MONAI_Demo
AI_Abnormal_768,Abnormal,,RECTANGLE (89600 4096 256 256),AI_Confidence:0.802;Method:MONAI_Demo
AI_Abnormal_769,Abnormal,,RECTANGLE (92160 4096 256 256),AI_Confidence:0.750;Method:MONAI_Demo
AI_Abnormal_770,Abnormal,,RECTANGLE (93696 4096 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_771,Abnormal,,RECTANGLE (94208 4096 256 256),AI_Confidence:0.748;Method:MONAI_Demo
AI_Abnormal_772,Abnormal,,RECTANGLE (94720 4096 256 256),AI_Confidence:0.896;Method:MONAI_Demo
AI_Abnormal_773,Abnormal,,RECTANGLE (95744 4096 256 256),AI_Confidence:0.843;Method:MONAI_Demo
AI_Abnormal_774,Abnormal,,RECTANGLE (97280 4096 256 256),AI_Confidence:0.885;Method:MONAI_Demo
AI_Abnormal_775,Abnormal,,RECTANGLE (99328 4096 256 256),AI_Confidence:0.968;Method:MONAI_Demo
AI_Abnormal_776,Abnormal,,RECTANGLE (100352 4096 256 256),AI_Confidence:0.780;Method:MONAI_Demo
AI_Abnormal_777,Abnormal,,RECTANGLE (100864 4096 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_778,Abnormal,,RECTANGLE (104448 4096 256 256),AI_Confidence:0.938;Method:MONAI_Demo
AI_Abnormal_779,Abnormal,,RECTANGLE (105984 4096 256 256),AI_Confidence:0.904;Method:MONAI_Demo
AI_Abnormal_780,Abnormal,,RECTANGLE (106496 4096 256 256),AI_Confidence:0.888;Method:MONAI_Demo
AI_Abnormal_781,Abnormal,,RECTANGLE (107520 4096 256 256),AI_Confidence:0.820;Method:MONAI_Demo
AI_Abnormal_782,Abnormal,,RECTANGLE (109056 4096 256 256),AI_Confidence:0.733;Method:MONAI_Demo
AI_Abnormal_783,Abnormal,,RECTANGLE (111104 4096 256 256),AI_Confidence:0.856;Method:MONAI_Demo
AI_Abnormal_784,Abnormal,,RECTANGLE (111616 4096 256 256),AI_Confidence:0.715;Method:MONAI_Demo
AI_Abnormal_785,Abnormal,,RECTANGLE (112640 4096 256 256),AI_Confidence:0.739;Method:MONAI_Demo
AI_Abnormal_786,Abnormal,,RECTANGLE (115200 4096 256 256),AI_Confidence:0.727;Method:MONAI_Demo
AI_Abnormal_787,Abnormal,,RECTANGLE (116224 4096 256 256),AI_Confidence:0.852;Method:MONAI_Demo
AI_Abnormal_788,Abnormal,,RECTANGLE (119808 4096 256 256),AI_Confidence:0.901;Method:MONAI_Demo
AI_Abnormal_789,Abnormal,,RECTANGLE (120320 4096 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_790,Abnormal,,RECTANGLE (123904 4096 256 256),AI_Confidence:0.706;Method:MONAI_Demo
AI_Abnormal_791,Abnormal,,RECTANGLE (124416 4096 256 256),AI_Confidence:0.729;Method:MONAI_Demo
AI_Abnormal_792,Abnormal,,RECTANGLE (128512 4096 256 256),AI_Confidence:0.883;Method:MONAI_Demo
AI_Abnormal_793,Abnormal,,RECTANGLE (129536 4096 256 256),AI_Confidence:0.765;Method:MONAI_Demo
AI_Abnormal_794,Abnormal,,RECTANGLE (132608 4096 256 256),AI_Confidence:0.729;Method:MONAI_Demo
AI_Abnormal_795,Abnormal,,RECTANGLE (133120 4096 256 256),AI_Confidence:0.941;Method:MONAI_Demo
AI_Abnormal_796,Abnormal,,RECTANGLE (140800 4096 256 256),AI_Confidence:0.796;Method:MONAI_Demo
AI_Abnormal_797,Abnormal,,RECTANGLE (143360 4096 256 256),AI_Confidence:0.709;Method:MONAI_Demo
AI_Abnormal_798,Abnormal,,RECTANGLE (143872 4096 256 256),AI_Confidence:0.801;Method:MONAI_Demo
AI_Abnormal_799,Abnormal,,RECTANGLE (145920 4096 256 256),AI_Confidence:0.844;Method:MONAI_Demo
AI_Abnormal_800,Abnormal,,RECTANGLE (146944 4096 256 256),AI_Confidence:0.925;Method:MONAI_Demo
AI_Abnormal_801,Abnormal,,RECTANGLE (150528 4096 256 256),AI_Confidence:0.749;Method:MONAI_Demo
AI_Abnormal_802,Abnormal,,RECTANGLE (152064 4096 256 256),AI_Confidence:0.833;Method:MONAI_Demo
AI_Abnormal_803,Abnormal,,RECTANGLE (158720 4096 256 256),AI_Confidence:0.877;Method:MONAI_Demo
AI_Abnormal_804,Abnormal,,RECTANGLE (160256 4096 256 256),AI_Confidence:0.815;Method:MONAI_Demo
AI_Abnormal_805,Abnormal,,RECTANGLE (161792 4096 256 256),AI_Confidence:0.906;Method:MONAI_Demo
AI_Abnormal_806,Abnormal,,RECTANGLE (163840 4096 256 256),AI_Confidence:0.873;Method:MONAI_Demo
AI_Abnormal_807,Abnormal,,RECTANGLE (165888 4096 256 256),AI_Confidence:0.726;Method:MONAI_Demo
AI_Abnormal_808,Abnormal,,RECTANGLE (166400 4096 256 256),AI_Confidence:0.915;Method:MONAI_Demo
AI_Abnormal_809,Abnormal,,RECTANGLE (166912 4096 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_810,Abnormal,,RECTANGLE (169472 4096 256 256),AI_Confidence:0.809;Method:MONAI_Demo
AI_Abnormal_811,Abnormal,,RECTANGLE (173056 4096 256 256),AI_Confidence:0.847;Method:MONAI_Demo
AI_Abnormal_812,Abnormal,,RECTANGLE (175104 4096 256 256),AI_Confidence:0.893;Method:MONAI_Demo
AI_Abnormal_813,Abnormal,,RECTANGLE (176640 4096 256 256),AI_Confidence:0.983;Method:MONAI_Demo
AI_Abnormal_814,Abnormal,,RECTANGLE (177664 4096 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_815,Abnormal,,RECTANGLE (178176 4096 256 256),AI_Confidence:0.804;Method:MONAI_Demo
AI_Abnormal_816,Abnormal,,RECTANGLE (179712 4096 256 256),AI_Confidence:0.805;Method:MONAI_Demo
AI_Abnormal_817,Abnormal,,RECTANGLE (180736 4096 256 256),AI_Confidence:0.839;Method:MONAI_Demo
AI_Abnormal_818,Abnormal,,RECTANGLE (181248 4096 256 256),AI_Confidence:0.927;Method:MONAI_Demo
AI_Abnormal_819,Abnormal,,RECTANGLE (185344 4096 256 256),AI_Confidence:0.726;Method:MONAI_Demo
AI_Abnormal_820,Abnormal,,RECTANGLE (186880 4096 256 256),AI_Confidence:0.834;Method:MONAI_Demo
AI_Abnormal_821,Abnormal,,RECTANGLE (0 4608 256 256),AI_Confidence:0.746;Method:MONAI_Demo
AI_Abnormal_822,Abnormal,,RECTANGLE (6656 4608 256 256),AI_Confidence:0.944;Method:MONAI_Demo
AI_Abnormal_823,Abnormal,,RECTANGLE (8192 4608 256 256),AI_Confidence:0.890;Method:MONAI_Demo
AI_Abnormal_824,Abnormal,,RECTANGLE (20480 4608 256 256),AI_Confidence:0.955;Method:MONAI_Demo
AI_Abnormal_825,Abnormal,,RECTANGLE (22016 4608 256 256),AI_Confidence:0.883;Method:MONAI_Demo
AI_Abnormal_826,Abnormal,,RECTANGLE (22528 4608 256 256),AI_Confidence:0.732;Method:MONAI_Demo
AI_Abnormal_827,Abnormal,,RECTANGLE (24576 4608 256 256),AI_Confidence:0.709;Method:MONAI_Demo
AI_Abnormal_828,Abnormal,,RECTANGLE (26112 4608 256 256),AI_Confidence:0.945;Method:MONAI_Demo
AI_Abnormal_829,Abnormal,,RECTANGLE (26624 4608 256 256),AI_Confidence:0.711;Method:MONAI_Demo
AI_Abnormal_830,Abnormal,,RECTANGLE (27136 4608 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_831,Abnormal,,RECTANGLE (28160 4608 256 256),AI_Confidence:0.745;Method:MONAI_Demo
AI_Abnormal_832,Abnormal,,RECTANGLE (29696 4608 256 256),AI_Confidence:0.919;Method:MONAI_Demo
AI_Abnormal_833,Abnormal,,RECTANGLE (33792 4608 256 256),AI_Confidence:0.799;Method:MONAI_Demo
AI_Abnormal_834,Abnormal,,RECTANGLE (34304 4608 256 256),AI_Confidence:0.786;Method:MONAI_Demo
AI_Abnormal_835,Abnormal,,RECTANGLE (35840 4608 256 256),AI_Confidence:0.754;Method:MONAI_Demo
AI_Abnormal_836,Abnormal,,RECTANGLE (36352 4608 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_837,Abnormal,,RECTANGLE (36864 4608 256 256),AI_Confidence:0.760;Method:MONAI_Demo
AI_Abnormal_838,Abnormal,,RECTANGLE (37376 4608 256 256),AI_Confidence:0.755;Method:MONAI_Demo
AI_Abnormal_839,Abnormal,,RECTANGLE (38400 4608 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_840,Abnormal,,RECTANGLE (38912 4608 256 256),AI_Confidence:0.741;Method:MONAI_Demo
AI_Abnormal_841,Abnormal,,RECTANGLE (39424 4608 256 256),AI_Confidence:0.797;Method:MONAI_Demo
AI_Abnormal_842,Abnormal,,RECTANGLE (39936 4608 256 256),AI_Confidence:0.799;Method:MONAI_Demo
AI_Abnormal_843,Abnormal,,RECTANGLE (41984 4608 256 256),AI_Confidence:0.906;Method:MONAI_Demo
AI_Abnormal_844,Abnormal,,RECTANGLE (43520 4608 256 256),AI_Confidence:0.897;Method:MONAI_Demo
AI_Abnormal_845,Abnormal,,RECTANGLE (44544 4608 256 256),AI_Confidence:0.915;Method:MONAI_Demo
AI_Abnormal_846,Abnormal,,RECTANGLE (45568 4608 256 256),AI_Confidence:0.857;Method:MONAI_Demo
AI_Abnormal_847,Abnormal,,RECTANGLE (48128 4608 256 256),AI_Confidence:0.858;Method:MONAI_Demo
AI_Abnormal_848,Abnormal,,RECTANGLE (52224 4608 256 256),AI_Confidence:0.707;Method:MONAI_Demo
AI_Abnormal_849,Abnormal,,RECTANGLE (52736 4608 256 256),AI_Confidence:0.842;Method:MONAI_Demo
AI_Abnormal_850,Abnormal,,RECTANGLE (54272 4608 256 256),AI_Confidence:0.710;Method:MONAI_Demo
AI_Abnormal_851,Abnormal,,RECTANGLE (54784 4608 256 256),AI_Confidence:0.733;Method:MONAI_Demo
AI_Abnormal_852,Abnormal,,RECTANGLE (56832 4608 256 256),AI_Confidence:0.894;Method:MONAI_Demo
AI_Abnormal_853,Abnormal,,RECTANGLE (61440 4608 256 256),AI_Confidence:0.832;Method:MONAI_Demo
AI_Abnormal_854,Abnormal,,RECTANGLE (61952 4608 256 256),AI_Confidence:0.780;Method:MONAI_Demo
AI_Abnormal_855,Abnormal,,RECTANGLE (67584 4608 256 256),AI_Confidence:0.925;Method:MONAI_Demo
AI_Abnormal_856,Abnormal,,RECTANGLE (68096 4608 256 256),AI_Confidence:0.798;Method:MONAI_Demo
AI_Abnormal_857,Abnormal,,RECTANGLE (69632 4608 256 256),AI_Confidence:0.895;Method:MONAI_Demo
AI_Abnormal_858,Abnormal,,RECTANGLE (72704 4608 256 256),AI_Confidence:0.745;Method:MONAI_Demo
AI_Abnormal_859,Abnormal,,RECTANGLE (80384 4608 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_860,Abnormal,,RECTANGLE (81408 4608 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_861,Abnormal,,RECTANGLE (81920 4608 256 256),AI_Confidence:0.913;Method:MONAI_Demo
AI_Abnormal_862,Abnormal,,RECTANGLE (82944 4608 256 256),AI_Confidence:0.718;Method:MONAI_Demo
AI_Abnormal_863,Abnormal,,RECTANGLE (83456 4608 256 256),AI_Confidence:0.850;Method:MONAI_Demo
AI_Abnormal_864,Abnormal,,RECTANGLE (84480 4608 256 256),AI_Confidence:0.774;Method:MONAI_Demo
AI_Abnormal_865,Abnormal,,RECTANGLE (84992 4608 256 256),AI_Confidence:0.717;Method:MONAI_Demo
AI_Abnormal_866,Abnormal,,RECTANGLE (86016 4608 256 256),AI_Confidence:0.942;Method:MONAI_Demo
AI_Abnormal_867,Abnormal,,RECTANGLE (87552 4608 256 256),AI_Confidence:0.882;Method:MONAI_Demo
AI_Abnormal_868,Abnormal,,RECTANGLE (88064 4608 256 256),AI_Confidence:0.811;Method:MONAI_Demo
AI_Abnormal_869,Abnormal,,RECTANGLE (89088 4608 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_870,Abnormal,,RECTANGLE (91648 4608 256 256),AI_Confidence:0.713;Method:MONAI_Demo
AI_Abnormal_871,Abnormal,,RECTANGLE (92160 4608 256 256),AI_Confidence:0.925;Method:MONAI_Demo
AI_Abnormal_872,Abnormal,,RECTANGLE (93696 4608 256 256),AI_Confidence:0.875;Method:MONAI_Demo
AI_Abnormal_873,Abnormal,,RECTANGLE (95744 4608 256 256),AI_Confidence:0.709;Method:MONAI_Demo
AI_Abnormal_874,Abnormal,,RECTANGLE (99840 4608 256 256),AI_Confidence:0.774;Method:MONAI_Demo
AI_Abnormal_875,Abnormal,,RECTANGLE (100864 4608 256 256),AI_Confidence:0.823;Method:MONAI_Demo
AI_Abnormal_876,Abnormal,,RECTANGLE (101376 4608 256 256),AI_Confidence:0.706;Method:MONAI_Demo
AI_Abnormal_877,Abnormal,,RECTANGLE (101888 4608 256 256),AI_Confidence:0.855;Method:MONAI_Demo
AI_Abnormal_878,Abnormal,,RECTANGLE (102400 4608 256 256),AI_Confidence:0.809;Method:MONAI_Demo
AI_Abnormal_879,Abnormal,,RECTANGLE (102912 4608 256 256),AI_Confidence:0.814;Method:MONAI_Demo
AI_Abnormal_880,Abnormal,,RECTANGLE (103424 4608 256 256),AI_Confidence:0.800;Method:MONAI_Demo
AI_Abnormal_881,Abnormal,,RECTANGLE (109568 4608 256 256),AI_Confidence:0.773;Method:MONAI_Demo
AI_Abnormal_882,Abnormal,,RECTANGLE (111104 4608 256 256),AI_Confidence:0.753;Method:MONAI_Demo
AI_Abnormal_883,Abnormal,,RECTANGLE (112128 4608 256 256),AI_Confidence:0.883;Method:MONAI_Demo
AI_Abnormal_884,Abnormal,,RECTANGLE (113152 4608 256 256),AI_Confidence:0.953;Method:MONAI_Demo
AI_Abnormal_885,Abnormal,,RECTANGLE (113664 4608 256 256),AI_Confidence:0.821;Method:MONAI_Demo
AI_Abnormal_886,Abnormal,,RECTANGLE (114688 4608 256 256),AI_Confidence:0.820;Method:MONAI_Demo
AI_Abnormal_887,Abnormal,,RECTANGLE (115712 4608 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_888,Abnormal,,RECTANGLE (123904 4608 256 256),AI_Confidence:0.846;Method:MONAI_Demo
AI_Abnormal_889,Abnormal,,RECTANGLE (125440 4608 256 256),AI_Confidence:0.831;Method:MONAI_Demo
AI_Abnormal_890,Abnormal,,RECTANGLE (134144 4608 256 256),AI_Confidence:0.820;Method:MONAI_Demo
AI_Abnormal_891,Abnormal,,RECTANGLE (134656 4608 256 256),AI_Confidence:0.904;Method:MONAI_Demo
AI_Abnormal_892,Abnormal,,RECTANGLE (138240 4608 256 256),AI_Confidence:0.968;Method:MONAI_Demo
AI_Abnormal_893,Abnormal,,RECTANGLE (150528 4608 256 256),AI_Confidence:0.779;Method:MONAI_Demo
AI_Abnormal_894,Abnormal,,RECTANGLE (156672 4608 256 256),AI_Confidence:0.777;Method:MONAI_Demo
AI_Abnormal_895,Abnormal,,RECTANGLE (157184 4608 256 256),AI_Confidence:0.887;Method:MONAI_Demo
AI_Abnormal_896,Abnormal,,RECTANGLE (157696 4608 256 256),AI_Confidence:0.846;Method:MONAI_Demo
AI_Abnormal_897,Abnormal,,RECTANGLE (158720 4608 256 256),AI_Confidence:0.862;Method:MONAI_Demo
AI_Abnormal_898,Abnormal,,RECTANGLE (160256 4608 256 256),AI_Confidence:0.795;Method:MONAI_Demo
AI_Abnormal_899,Abnormal,,RECTANGLE (161792 4608 256 256),AI_Confidence:0.911;Method:MONAI_Demo
AI_Abnormal_900,Abnormal,,RECTANGLE (164352 4608 256 256),AI_Confidence:0.795;Method:MONAI_Demo
AI_Abnormal_901,Abnormal,,RECTANGLE (165376 4608 256 256),AI_Confidence:0.715;Method:MONAI_Demo
AI_Abnormal_902,Abnormal,,RECTANGLE (166400 4608 256 256),AI_Confidence:0.812;Method:MONAI_Demo
AI_Abnormal_903,Abnormal,,RECTANGLE (166912 4608 256 256),AI_Confidence:0.967;Method:MONAI_Demo
AI_Abnormal_904,Abnormal,,RECTANGLE (167936 4608 256 256),AI_Confidence:0.804;Method:MONAI_Demo
AI_Abnormal_905,Abnormal,,RECTANGLE (175616 4608 256 256),AI_Confidence:0.800;Method:MONAI_Demo
AI_Abnormal_906,Abnormal,,RECTANGLE (179200 4608 256 256),AI_Confidence:0.720;Method:MONAI_Demo
AI_Abnormal_907,Abnormal,,RECTANGLE (180224 4608 256 256),AI_Confidence:0.844;Method:MONAI_Demo
AI_Abnormal_908,Abnormal,,RECTANGLE (182272 4608 256 256),AI_Confidence:0.780;Method:MONAI_Demo
AI_Abnormal_909,Abnormal,,RECTANGLE (183808 4608 256 256),AI_Confidence:0.912;Method:MONAI_Demo
AI_Abnormal_910,Abnormal,,RECTANGLE (186368 4608 256 256),AI_Confidence:0.949;Method:MONAI_Demo
AI_Abnormal_911,Abnormal,,RECTANGLE (6656 5120 256 256),AI_Confidence:0.847;Method:MONAI_Demo
AI_Abnormal_912,Abnormal,,RECTANGLE (7680 5120 256 256),AI_Confidence:0.944;Method:MONAI_Demo
AI_Abnormal_913,Abnormal,,RECTANGLE (8192 5120 256 256),AI_Confidence:0.795;Method:MONAI_Demo
AI_Abnormal_914,Abnormal,,RECTANGLE (16896 5120 256 256),AI_Confidence:0.856;Method:MONAI_Demo
AI_Abnormal_915,Abnormal,,RECTANGLE (18432 5120 256 256),AI_Confidence:0.884;Method:MONAI_Demo
AI_Abnormal_916,Abnormal,,RECTANGLE (18944 5120 256 256),AI_Confidence:0.832;Method:MONAI_Demo
AI_Abnormal_917,Abnormal,,RECTANGLE (19456 5120 256 256),AI_Confidence:0.733;Method:MONAI_Demo
AI_Abnormal_918,Abnormal,,RECTANGLE (20992 5120 256 256),AI_Confidence:0.769;Method:MONAI_Demo
AI_Abnormal_919,Abnormal,,RECTANGLE (22016 5120 256 256),AI_Confidence:0.811;Method:MONAI_Demo
AI_Abnormal_920,Abnormal,,RECTANGLE (25600 5120 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_921,Abnormal,,RECTANGLE (26624 5120 256 256),AI_Confidence:0.799;Method:MONAI_Demo
AI_Abnormal_922,Abnormal,,RECTANGLE (30720 5120 256 256),AI_Confidence:0.759;Method:MONAI_Demo
AI_Abnormal_923,Abnormal,,RECTANGLE (31744 5120 256 256),AI_Confidence:0.940;Method:MONAI_Demo
AI_Abnormal_924,Abnormal,,RECTANGLE (32768 5120 256 256),AI_Confidence:0.829;Method:MONAI_Demo
AI_Abnormal_925,Abnormal,,RECTANGLE (33792 5120 256 256),AI_Confidence:0.836;Method:MONAI_Demo
AI_Abnormal_926,Abnormal,,RECTANGLE (34816 5120 256 256),AI_Confidence:0.775;Method:MONAI_Demo
AI_Abnormal_927,Abnormal,,RECTANGLE (37888 5120 256 256),AI_Confidence:0.852;Method:MONAI_Demo
AI_Abnormal_928,Abnormal,,RECTANGLE (39424 5120 256 256),AI_Confidence:0.919;Method:MONAI_Demo
AI_Abnormal_929,Abnormal,,RECTANGLE (43520 5120 256 256),AI_Confidence:0.730;Method:MONAI_Demo
AI_Abnormal_930,Abnormal,,RECTANGLE (45568 5120 256 256),AI_Confidence:0.744;Method:MONAI_Demo
AI_Abnormal_931,Abnormal,,RECTANGLE (46592 5120 256 256),AI_Confidence:0.758;Method:MONAI_Demo
AI_Abnormal_932,Abnormal,,RECTANGLE (48640 5120 256 256),AI_Confidence:0.728;Method:MONAI_Demo
AI_Abnormal_933,Abnormal,,RECTANGLE (49152 5120 256 256),AI_Confidence:0.826;Method:MONAI_Demo
AI_Abnormal_934,Abnormal,,RECTANGLE (49664 5120 256 256),AI_Confidence:0.848;Method:MONAI_Demo
AI_Abnormal_935,Abnormal,,RECTANGLE (51200 5120 256 256),AI_Confidence:0.899;Method:MONAI_Demo
AI_Abnormal_936,Abnormal,,RECTANGLE (52224 5120 256 256),AI_Confidence:0.931;Method:MONAI_Demo
AI_Abnormal_937,Abnormal,,RECTANGLE (53248 5120 256 256),AI_Confidence:0.877;Method:MONAI_Demo
AI_Abnormal_938,Abnormal,,RECTANGLE (54272 5120 256 256),AI_Confidence:0.934;Method:MONAI_Demo
AI_Abnormal_939,Abnormal,,RECTANGLE (54784 5120 256 256),AI_Confidence:0.939;Method:MONAI_Demo
AI_Abnormal_940,Abnormal,,RECTANGLE (58368 5120 256 256),AI_Confidence:0.921;Method:MONAI_Demo
AI_Abnormal_941,Abnormal,,RECTANGLE (64512 5120 256 256),AI_Confidence:0.843;Method:MONAI_Demo
AI_Abnormal_942,Abnormal,,RECTANGLE (65024 5120 256 256),AI_Confidence:0.878;Method:MONAI_Demo
AI_Abnormal_943,Abnormal,,RECTANGLE (67584 5120 256 256),AI_Confidence:0.923;Method:MONAI_Demo
AI_Abnormal_944,Abnormal,,RECTANGLE (70656 5120 256 256),AI_Confidence:0.853;Method:MONAI_Demo
AI_Abnormal_945,Abnormal,,RECTANGLE (71680 5120 256 256),AI_Confidence:0.871;Method:MONAI_Demo
AI_Abnormal_946,Abnormal,,RECTANGLE (73216 5120 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_947,Abnormal,,RECTANGLE (73728 5120 256 256),AI_Confidence:0.776;Method:MONAI_Demo
AI_Abnormal_948,Abnormal,,RECTANGLE (74752 5120 256 256),AI_Confidence:0.777;Method:MONAI_Demo
AI_Abnormal_949,Abnormal,,RECTANGLE (77312 5120 256 256),AI_Confidence:0.857;Method:MONAI_Demo
AI_Abnormal_950,Abnormal,,RECTANGLE (77824 5120 256 256),AI_Confidence:0.890;Method:MONAI_Demo
AI_Abnormal_951,Abnormal,,RECTANGLE (78336 5120 256 256),AI_Confidence:0.803;Method:MONAI_Demo
AI_Abnormal_952,Abnormal,,RECTANGLE (78848 5120 256 256),AI_Confidence:0.933;Method:MONAI_Demo
AI_Abnormal_953,Abnormal,,RECTANGLE (79872 5120 256 256),AI_Confidence:0.881;Method:MONAI_Demo
AI_Abnormal_954,Abnormal,,RECTANGLE (80896 5120 256 256),AI_Confidence:0.784;Method:MONAI_Demo
AI_Abnormal_955,Abnormal,,RECTANGLE (84992 5120 256 256),AI_Confidence:0.941;Method:MONAI_Demo
AI_Abnormal_956,Abnormal,,RECTANGLE (86016 5120 256 256),AI_Confidence:0.907;Method:MONAI_Demo
AI_Abnormal_957,Abnormal,,RECTANGLE (87040 5120 256 256),AI_Confidence:0.812;Method:MONAI_Demo
AI_Abnormal_958,Abnormal,,RECTANGLE (91136 5120 256 256),AI_Confidence:0.762;Method:MONAI_Demo
AI_Abnormal_959,Abnormal,,RECTANGLE (94720 5120 256 256),AI_Confidence:0.753;Method:MONAI_Demo
AI_Abnormal_960,Abnormal,,RECTANGLE (95232 5120 256 256),AI_Confidence:0.915;Method:MONAI_Demo
AI_Abnormal_961,Abnormal,,RECTANGLE (96256 5120 256 256),AI_Confidence:0.884;Method:MONAI_Demo
AI_Abnormal_962,Abnormal,,RECTANGLE (97792 5120 256 256),AI_Confidence:0.891;Method:MONAI_Demo
AI_Abnormal_963,Abnormal,,RECTANGLE (100352 5120 256 256),AI_Confidence:0.876;Method:MONAI_Demo
AI_Abnormal_964,Abnormal,,RECTANGLE (100864 5120 256 256),AI_Confidence:0.850;Method:MONAI_Demo
AI_Abnormal_965,Abnormal,,RECTANGLE (101376 5120 256 256),AI_Confidence:0.958;Method:MONAI_Demo
AI_Abnormal_966,Abnormal,,RECTANGLE (108544 5120 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_967,Abnormal,,RECTANGLE (113664 5120 256 256),AI_Confidence:0.756;Method:MONAI_Demo
AI_Abnormal_968,Abnormal,,RECTANGLE (114688 5120 256 256),AI_Confidence:0.772;Method:MONAI_Demo
AI_Abnormal_969,Abnormal,,RECTANGLE (115712 5120 256 256),AI_Confidence:0.754;Method:MONAI_Demo
AI_Abnormal_970,Abnormal,,RECTANGLE (117248 5120 256 256),AI_Confidence:0.860;Method:MONAI_Demo
AI_Abnormal_971,Abnormal,,RECTANGLE (119808 5120 256 256),AI_Confidence:0.915;Method:MONAI_Demo
AI_Abnormal_972,Abnormal,,RECTANGLE (121344 5120 256 256),AI_Confidence:0.832;Method:MONAI_Demo
AI_Abnormal_973,Abnormal,,RECTANGLE (121856 5120 256 256),AI_Confidence:0.902;Method:MONAI_Demo
AI_Abnormal_974,Abnormal,,RECTANGLE (122368 5120 256 256),AI_Confidence:0.737;Method:MONAI_Demo
AI_Abnormal_975,Abnormal,,RECTANGLE (124416 5120 256 256),AI_Confidence:0.740;Method:MONAI_Demo
AI_Abnormal_976,Abnormal,,RECTANGLE (126464 5120 256 256),AI_Confidence:0.767;Method:MONAI_Demo
AI_Abnormal_977,Abnormal,,RECTANGLE (127488 5120 256 256),AI_Confidence:0.710;Method:MONAI_Demo
AI_Abnormal_978,Abnormal,,RECTANGLE (128512 5120 256 256),AI_Confidence:0.768;Method:MONAI_Demo
AI_Abnormal_979,Abnormal,,RECTANGLE (129024 5120 256 256),AI_Confidence:0.854;Method:MONAI_Demo
AI_Abnormal_980,Abnormal,,RECTANGLE (129536 5120 256 256),AI_Confidence:0.913;Method:MONAI_Demo
AI_Abnormal_981,Abnormal,,RECTANGLE (131584 5120 256 256),AI_Confidence:0.870;Method:MONAI_Demo
AI_Abnormal_982,Abnormal,,RECTANGLE (132096 5120 256 256),AI_Confidence:0.910;Method:MONAI_Demo
AI_Abnormal_983,Abnormal,,RECTANGLE (134656 5120 256 256),AI_Confidence:0.783;Method:MONAI_Demo
AI_Abnormal_984,Abnormal,,RECTANGLE (136192 5120 256 256),AI_Confidence:0.762;Method:MONAI_Demo
AI_Abnormal_985,Abnormal,,RECTANGLE (142848 5120 256 256),AI_Confidence:0.800;Method:MONAI_Demo
AI_Abnormal_986,Abnormal,,RECTANGLE (146944 5120 256 256),AI_Confidence:0.958;Method:MONAI_Demo
AI_Abnormal_987,Abnormal,,RECTANGLE (148992 5120 256 256),AI_Confidence:0.820;Method:MONAI_Demo
AI_Abnormal_988,Abnormal,,RECTANGLE (149504 5120 256 256),AI_Confidence:0.839;Method:MONAI_Demo
AI_Abnormal_989,Abnormal,,RECTANGLE (150016 5120 256 256),AI_Confidence:0.825;Method:MONAI_Demo
AI_Abnormal_990,Abnormal,,RECTANGLE (150528 5120 256 256),AI_Confidence:0.823;Method:MONAI_Demo
AI_Abnormal_991,Abnormal,,RECTANGLE (151552 5120 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_992,Abnormal,,RECTANGLE (152576 5120 256 256),AI_Confidence:0.966;Method:MONAI_Demo
AI_Abnormal_993,Abnormal,,RECTANGLE (155648 5120 256 256),AI_Confidence:0.818;Method:MONAI_Demo
AI_Abnormal_994,Abnormal,,RECTANGLE (159744 5120 256 256),AI_Confidence:0.843;Method:MONAI_Demo
AI_Abnormal_995,Abnormal,,RECTANGLE (163328 5120 256 256),AI_Confidence:0.790;Method:MONAI_Demo
